,Dist Code,Year,State Code,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
CHICKPEA PRODUCTION (1000 tons),-0.239278908555383,0.09390730546831964,-0.1694130668165532,-0.18627369116598563,-0.1672709448889622,-0.11971361837625459,0.27627607695921536,0.15942568497212725,0.15679125381237238,0.05424435245797095,0.05953814103267023,0.2436837025251375,0.039583893539000575,0.09360099897054967,-0.008294542692470796,0.05735287958561809,0.09534598336779954,0.23346035518727887,0.10186563578006415,0.13169830622142054,0.11021419458928325,0.03662075616999718,0.04643371588569407,-0.001968034101352869,-0.11962315644394601,-0.10562191572131865,-0.16720447481452416,0.2323133712743709,0.2404079974698001,0.18843751236685857,0.9119971581254444,1.0,0.18991850482434355,0.19963152613044716,0.2505069280193968,0.12978766865266084,0.12523871810001708,0.17886911791496415,0.0007972236473839374,-0.02495559065644857,-0.010261694782088132,0.10802527364786413,-0.011184452006065857,-0.029817753634533845,0.006090601068115193,0.21775252271490647,0.1788674071612965,0.12155996542344953,0.020677492518787158,0.04544905293218861,0.07106511507617475,-0.0402054039342267,-0.034908672256238796,-0.03509306694456382,0.1066983796835768,0.18314577704530632,0.23467184165929153,0.09117676022784411,0.11592317865193767,-0.050965324654888615,0.3965161215790973,0.383041213729101,0.2941411805355775,0.23096804692925885,0.2210686447732003,0.009496163846614256,-0.05420028709235008,-0.05925329471697262,-0.0902622748212992,0.14570262810644136,0.17468824898177207,0.0392015381441464,-0.15332483849700093,-0.10491825685560863,-0.1508490071242304,-0.09305567486014961,0.07294802899340212,0.2363535600988832
CHICKPEA YIELD (Kg per ha),-0.04707546139170889,0.20048915903458733,-0.1194375994923314,0.03219925190378443,0.06270082873942419,0.048525405033792934,0.219226467655643,0.19240908015468614,0.2984065105013131,-0.061250203944006334,-0.03576419434012793,0.1545840495376284,-0.05547667496834362,-0.036549447425078554,0.02766330718981963,-0.07320122575165848,-0.04528756170995552,0.19036261834529997,0.004086311243501095,0.08094985855073832,0.20551231389289448,0.11257345890692798,0.1237134548226401,0.14148483627460426,-0.07359105739714619,-0.06280849966470245,-0.08146160834679776,0.08461838091676349,0.117866180240831,0.2335792597866562,0.09831168509115472,0.18991850482434355,1.0,0.027196456991427743,0.07387318981860441,0.2309843312501936,0.017509736829859523,0.10161550363757964,0.10248469007697009,-0.021484386041718168,0.012317927175528553,0.13632784945693155,0.010907142749835057,0.043121730430675416,0.07544881584150978,0.11765131932694517,0.12043385478835454,0.2610513400944062,-0.052233785019205656,-0.031242022742249548,0.03824215115813831,0.005262140314408101,0.029384344443913836,0.043395660490912986,-0.027916078918581486,0.014863863959920669,0.17302303321048754,-0.013116255221383018,0.006206259409854874,0.1568016686589891,0.10577188946171152,0.11085676017456046,0.14873913161659227,0.02767296515128219,0.10210735364397726,0.13290897251378433,0.060772291410458354,0.03990408253930004,0.0487275687076323,0.027279592470242354,0.09333871235107288,0.06842840070541871,-0.048292129341481374,0.04497666075604008,0.005028829442215082,0.10218945234140914,0.01596397367505381,0.017545365495690173
PIGEONPEA AREA (1000 ha),-0.1960918454369922,0.06492538140739489,-0.16154807686173106,-0.1037864204562288,-0.09868452116085147,-0.06568285228405005,-0.06396732379342575,-0.09053613530051517,-0.10103509498482416,0.33065592337075916,0.3686726282932358,0.2786299364190101,0.3618289932166736,0.4592600280423322,0.1921387068146182,0.44596478459639455,0.521420685385703,0.22742506647931846,-0.011405161054177841,-0.001973133630411947,0.09878748811809007,0.047225840399039425,0.06583820328805573,0.08760034043370539,-0.015392769422125464,-0.013664634242282522,-0.012730337312550372,-0.030094209498379574,-0.04374671495421538,-0.1642248125246877,0.22758138370569184,0.19963152613044716,0.027196456991427743,1.0,0.8615005699012301,0.08177686613105067,0.17648091368152052,0.13010680722134318,-0.043053017088331584,0.09625769331595176,0.05314116818161867,0.06479884149343049,0.06834828342357008,0.040487697769082245,0.0007612328885764921,-0.10291533939693766,-0.08602345887994817,-0.13848247890141627,0.4037796045487424,0.3988495441833549,0.3557359713182475,0.06299303157711483,0.004890811386268066,0.12435268693408942,0.15533679424032995,0.14117465011792288,0.029527884093415085,0.33421689841391544,0.3366188480383152,0.06644241399866417,0.1781001400827695,0.16427533360041285,0.17916091128586079,0.23043695607194736,0.12384219727523696,0.00405143861375701,0.03428910893975108,0.04190548916852471,0.15757397067390333,0.3373030802124315,0.19999513599256236,0.11920349099978177,0.000897408330798003,-0.049853584097477144,-0.03431436492555351,-0.09163387672626062,0.08001385538734315,-0.09114412274269408
PIGEONPEA PRODUCTION (1000 tons),-0.15472414674960738,0.08519614921205997,-0.14119460962145525,-0.08773893052144992,-0.09150550200481651,-0.07146663587384061,0.0014420836243182707,-0.03945665796564824,-0.016824534549260514,0.2562394770752385,0.31760315180673804,0.27764566511451033,0.20558162978573383,0.3110134490751057,0.14328314776401402,0.2866591640837651,0.3989894991495709,0.2480216283951289,-0.03571434317465474,-0.011825301025399835,0.12405069438618298,0.057655284448890454,0.07212959381716912,0.06553240658963848,-0.03299804946636127,-0.027140409977220014,-0.052680620317108504,0.02855476613709305,0.01101335256764555,-0.09432789834093627,0.23903404287449115,0.2505069280193968,0.07387318981860441,0.8615005699012301,1.0,0.2723930037726929,0.13229603658781533,0.13436742963843554,-0.008958086228505052,0.0117289789413455,0.0011404874564723863,0.07001098270396938,0.025927232197382705,0.019262925831029915,0.014197691839000454,-0.08023296756998635,-0.06733449457872796,-0.052209587572096566,0.24603189232165779,0.278694957069136,0.2889962028578772,0.014083088315840056,0.0034036873619667342,0.10255657411449118,0.1189462359105848,0.12727496776946037,0.05821839743685124,0.19398822441271973,0.20929293023367337,0.07396654771298047,0.212908268271422,0.21692722578784462,0.2030137366282699,0.11892635273321803,0.08761943628975634,0.00722911722337551,0.03018027739832723,0.029224884285675212,0.11191157666807332,0.29456915268999057,0.2070362230067009,0.10653151502806192,-0.014732943030377985,-0.03870768266046873,-0.03547208529954316,-0.05067328047881161,0.045989288287031825,-0.08824496469290274
PIGEONPEA YIELD (Kg per ha),-0.0025351669487444495,0.13703525214121592,-0.1218343754617587,0.13080547114799276,0.11247875355101293,0.0820475671544446,0.30790952175575875,0.23043675350183385,0.2793963865930582,-0.04273902177555075,0.02304971982360754,0.21057328684765694,-0.08345204904229467,-0.07271609806666038,-0.0482012168999402,-0.08653615724260028,-0.027355454614919117,0.23002476700365937,-0.14986411584029827,-0.021200170650993454,0.1978782750566111,0.10097677672521851,0.09174558000223323,0.09717125584993572,-0.03424905396175341,-0.028602347221023335,-0.039314099642088755,0.1234630066398628,0.12043658023876488,0.1572016272369217,0.08053444271771336,0.12978766865266084,0.2309843312501936,0.08177686613105067,0.2723930037726929,1.0,-0.03137268642211639,0.07037535649178016,0.05425876659730044,-0.1031090281108861,-0.0582419449949955,0.08334959078537325,-0.08226671481267137,-0.0038108893722251297,0.10242861345663701,0.06805309316331826,0.06664027169985068,0.2876292389427896,-0.053035091906881576,-0.03376141056076419,0.008290415767362011,-0.0359377141075525,0.029430121829068404,0.03824800968698637,0.06745066312601805,0.1107585324947435,0.1985387960860323,-0.053922406441264226,-0.043124353428511106,0.18750673270291268,0.059437065159777376,0.06677880850706763,0.07781150170998936,-0.08832608760349074,-0.001785254981417847,0.05293939096169508,0.1076000202708404,0.07122796303266868,0.10225403052646473,0.007675112309004238,0.04990651727502586,-0.02038701091657243,-0.07565228270158116,0.09533909745287288,0.02341735049673564,0.15802174161195667,-0.005229588692332012,-0.09900499394096238
MINOR PULSES AREA (1000 ha),-0.07258907869055453,-0.010653630417951789,-0.1452787788350134,0.15850856598796628,0.06135971319806365,-0.18539144514079062,-0.11535679731682201,-0.13320188402654862,-0.09301391095900477,0.1830957851741581,0.18201355692908916,0.12348779950075121,0.13154771282348965,0.14233472939555075,0.0934150399342182,0.19240864166309365,0.20689993235226237,0.12760809867097325,0.35550575952021773,0.17316978205389424,-0.020571794644455042,-0.01957615035934315,-0.0024085151010526606,0.02125799748231598,0.08534036602566213,0.06651209011106025,0.04106427966335055,-0.01803614037555527,-0.0015644829463892158,-0.049842339168619944,0.17074750143467324,0.12523871810001708,0.017509736829859523,0.17648091368152052,0.13229603658781533,-0.03137268642211639,1.0,0.7568891963613371,-0.07150857297723899,0.038249351695746725,0.05708472614710904,0.1941889383792152,0.3210754863869383,0.22141775716603948,0.018125106062110215,0.00814504464477833,0.00018873942007669318,-0.05662508780537868,0.19943276935711146,0.1601122468268376,0.1346651400946161,0.055663302395740834,0.019087090908051996,0.08917569185070875,0.23509224364231615,0.19914239230829964,0.10209988522238268,0.0715745819109514,0.06695496403602337,0.03854894506558077,-0.0032917242005750195,-0.005027527869298423,0.02698401162387062,0.13050484867444592,0.06180715546956862,0.033133146290482404,-0.06665949128460412,-0.046437815727498194,0.06783681959820508,0.08852862700164228,0.018352435649808967,0.08786101097678252,0.05214835169391861,0.11727615193816648,0.10072915382574497,-0.12417012036479697,0.12079892040949934,0.2600486475590922
MINOR PULSES PRODUCTION (1000 tons),0.007020243518448966,0.1643794460977781,-0.13101827781045897,0.20464002151978086,0.162372041579758,-0.02205952474029005,-0.016845938725247627,-0.023535915889129636,0.039899856426989656,0.06518289063824499,0.12242240042328022,0.1755781391310901,0.04199208973250442,0.06540869802448723,0.1001149921822256,0.06478091685465621,0.12151933895328534,0.2198009503379551,0.1253251643241702,0.12887314244731338,0.06969169649663969,-0.00808153787250505,0.0454566299237522,0.12867398820305806,0.06713854057793306,0.061323976367619076,0.05362511085880727,-0.05995819952896836,-0.002820065957477102,0.017113073627592353,0.14860921871283705,0.17886911791496415,0.10161550363757964,0.13010680722134318,0.13436742963843554,0.07037535649178016,0.7568891963613371,1.0,0.19127525890712366,0.010918921221058281,0.05148136447185268,0.23985499057868484,0.2630923826551744,0.25021563032238997,0.1074334867178972,0.03046537205020773,0.026046310893440793,0.03166944059598557,0.09942454869876031,0.10393527876042825,0.12204858227182849,0.035976532553611135,0.022887553101977196,0.07419164932594853,0.13254716409971157,0.16208344492187124,0.15539854800665515,0.03351348420118377,0.04069222344095755,0.1544440112656284,0.04768308118773125,0.05139120908518481,0.11908869385316097,0.07712480634062484,0.08476170186107526,0.12911547325835618,-0.04165175278735677,-0.0224803617402457,0.10704285452918777,0.05485429266584033,0.04311446898143424,0.08479605862992698,0.10104985440932629,0.17921166535961294,0.16912741736505085,-0.062074222632066064,0.10135471487707627,0.08375531619999661
MINOR PULSES YIELD (Kg per ha),0.11419700668053463,0.2925293304366121,0.04255504454099082,0.08827174725591656,0.1657130655691874,0.19501953284013715,0.13371269249291554,0.19776381930209874,0.2621233454609185,-0.11463019366583418,-0.06242242312996048,0.007631474909196642,-0.06413980159204677,-0.053344402349217536,-0.015081650003554341,-0.10544626114228028,-0.0729252143738479,0.04038511135772686,-0.07248826037854786,0.04829628822068913,0.1385771889553528,-0.035094103641560806,0.02781102815655624,0.13250617479913276,-0.03679668602134801,-0.02070428986217268,-0.04358467078321786,-0.09339039810052305,-0.013918546244958072,0.15908048349032367,-0.04613899114344599,0.0007972236473839374,0.10248469007697009,-0.043053017088331584,-0.008958086228505052,0.05425876659730044,-0.07150857297723899,0.19127525890712366,1.0,-0.040225686493928395,-0.00847755094733613,0.03334325601222379,-0.04562056394514057,0.029882655191655772,0.09049162999437854,0.08841301479233317,0.11124273516031673,0.2353931380160445,-0.054556503176106635,-0.03540758618894156,-0.01765826586114508,-0.02051730218095462,0.0062610006958318054,0.0005539764438676358,-0.0645360220729329,-0.03318255049256197,0.02379721829062951,-0.031317994947276245,-0.020761585984581398,0.15085944557057984,0.017126553142225758,0.0237883624098455,0.07497804430459558,-0.01628137517600629,0.05448427112012165,0.1684104041580234,0.02099070910108494,0.02689628206200158,0.04651024525514005,-0.029625799089999714,0.031001912192330377,0.021127238863799587,0.045285311267434854,0.0921827866041724,0.08768629462878086,0.12009727489189963,0.009182622885649045,-0.06351132207151526
GROUNDNUT AREA (1000 ha),-0.19626737838447753,-0.03376377169075483,-0.26615814880551847,-0.10161701755795816,-0.05595288552983414,0.0380322596738773,-0.15619535974216178,-0.11616410412942803,-0.07668041734197627,0.17689539277408245,0.12692971693563534,0.13315342023386462,0.12452519492338142,0.15578681516202364,0.2632384404520159,0.18450418972726376,0.17808159394167267,0.10705051540350055,0.0561698315300212,0.0842440745398297,0.1932390799621751,-0.03282102558650555,0.007830415441503574,0.09513548314658364,0.13109597880077062,0.13615702373495933,0.21957541961413243,-0.09779908755630766,-0.08152938416588673,-0.21531846952536934,-0.02449379014003612,-0.02495559065644857,-0.021484386041718168,0.09625769331595176,0.0117289789413455,-0.1031090281108861,0.038249351695746725,0.010918921221058281,-0.040225686493928395,1.0,0.8329914884588425,0.12398729166055993,0.1171376081657664,0.13780127899190445,0.04786861365862051,-0.08012428134962535,-0.06170861911363572,-0.0955284868858609,0.08222841331051296,0.06356837215618971,0.11055481360499855,0.1257102744159816,0.07446102546119035,0.3392686616375177,-0.054646324245438485,-0.06655803069599246,-0.10945821289560204,0.19433167017553316,0.21757050243773288,0.009892876006344368,-0.06212091634736367,-0.05726333956032428,-0.040351495052232324,0.655231397407332,0.5068695090857197,0.09623592040808432,0.004230487781870639,0.042299410751740596,0.27227148108540594,0.14601587841993438,0.1532625973710335,0.22207069975922106,0.0984112725707307,0.004802454906209048,0.05458200732224389,-0.10234297889829679,0.18158747795287777,0.015622089412243391
GROUNDNUT PRODUCTION (1000 tons),-0.15971949191782064,0.03743464182072237,-0.21307630606585218,-0.059693896063528325,-0.005286568149482006,0.058310013610010265,-0.13099035226835107,-0.0845229737005679,-0.027866208279887606,0.09850004072970107,0.08436271319148991,0.1412861435285528,0.07427280728970378,0.10618494034259952,0.26758837054290185,0.10671314032510605,0.120167470987547,0.1393178454751361,0.04108373435536265,0.09544294067973733,0.2534735124916963,-0.039112657348046045,0.011551240209714075,0.09878177530313124,0.1151967145162296,0.1313626778310666,0.22023817127760154,-0.08968872281583799,-0.06817608017806598,-0.18471664209681898,-0.025720810577408167,-0.010261694782088132,0.012317927175528553,0.05314116818161867,0.0011404874564723863,-0.0582419449949955,0.05708472614710904,0.05148136447185268,-0.00847755094733613,0.8329914884588425,1.0,0.2643458304524403,0.12164654954892956,0.18522882526978596,0.10923157809613629,-0.05612386411901164,-0.0389667287525916,-0.027754372716582397,0.036206229713503395,0.03312933261075718,0.06561125469434019,0.12406161015318377,0.10984306315267679,0.3790554797696456,-0.06607862320092757,-0.07510980544466414,-0.10290483273515821,0.12036292789805754,0.14709640586662287,0.040148575384408844,-0.05211499932676913,-0.04593155566374372,-0.028729077035915505,0.5237745356653408,0.6037922786188386,0.17781127672976374,0.021613054482233676,0.07017239185340647,0.2671993047706393,0.12740158441791152,0.21308233712584254,0.273040463460577,0.12015353140706615,0.04280169246074687,0.0911452527222599,-0.07669868887135026,0.17149410569719514,0.04893001834344891
GROUNDNUT YIELD (Kg per ha),-0.2350166219647412,0.29473712367651167,-0.22480675788002435,0.10384552271854222,0.22344802915569834,0.2312191637991197,-0.06046543677455438,-0.03273082961400362,0.05162648145827741,0.013023003932197035,0.057929277200981684,0.3172818500906092,0.03604679758151769,0.058486162080124686,0.2930877585428814,0.03489485188898121,0.07457436479115423,0.3701733285501667,0.042372820007502504,0.14377667938480962,0.2992309029639274,0.04943343064404549,0.14394129071815434,0.3235837498280536,0.0753424053343862,0.08278352304472962,0.21914282838631044,-0.08397500034276954,-0.01833783329623092,-0.04641819400194674,0.07515438910884763,0.10802527364786413,0.13632784945693155,0.06479884149343049,0.07001098270396938,0.08334959078537325,0.1941889383792152,0.23985499057868484,0.03334325601222379,0.12398729166055993,0.2643458304524403,1.0,0.15066875233059254,0.2551766500030479,0.23234823184211237,0.09336877111167731,0.11698381382144113,0.06168913240765975,0.0018587227810713742,0.01887340354899432,0.0929003682266603,0.11936424967732905,0.14165540010465272,0.23653537072395786,-0.04650091298946701,-0.03043806287418499,0.05629980699190847,0.009392932925200199,0.0314051993195524,0.22423869940641605,0.12268014705617684,0.13577797323868931,0.16663826139775914,0.1700421312376288,0.30890051899849813,0.3611627835513237,0.05834299792561125,0.10077272208811966,0.3485676188901553,0.1171331341215128,0.18175248658128138,0.30371609612369965,0.19917820968622627,0.1825722304790458,0.22422770733084624,0.03154909062565763,0.09666044439981422,0.0982952928080314
SESAMUM AREA (1000 ha),-0.07609196533556348,0.017959866107507414,-0.1111809236139414,0.009244367695896127,0.025261581272820993,-0.12634084495577758,-0.10999504441015549,-0.09906393983852076,-0.007947134565403094,0.15718995209840356,0.09746599645593618,0.04375970388258357,0.023644685191615746,0.031116039088070133,0.04496642793406024,0.09648418790227209,0.08462190828517037,0.04737278914173785,0.22640844623233514,0.16098265631457523,0.06371386007009451,-0.05378248244629642,-0.06044019432634888,-0.037008844200982695,0.01739346063426033,0.004246176788232232,-0.035305691953801004,0.02148351085712043,0.02798073554838253,-0.019720344810753895,-0.0055486192531647265,-0.011184452006065857,0.010907142749835057,0.06834828342357008,0.025927232197382705,-0.08226671481267137,0.3210754863869383,0.2630923826551744,-0.04562056394514057,0.1171376081657664,0.12164654954892956,0.15066875233059254,1.0,0.7783032611787248,0.09043540521719493,0.11186966889968403,0.09006255037208874,0.030204710659896744,0.043699529992914474,0.05024019926507484,0.03292245641998277,0.06673157115480527,0.08556825439587673,0.1888459693374623,0.06968988973097975,0.06831784549831216,0.023079034796227207,0.03920382767066517,0.03174018300648405,-0.004392663260237221,-0.06258786445515815,-0.05887043923714361,-0.00596610895615892,0.23172842153296647,0.14217686499229884,-0.002547122992281897,-0.09597793552359164,-0.07533151405843973,0.05858949041148063,0.08500029051834468,0.0705688062002636,0.13316842605925627,0.034273091500202774,0.1103768674420623,0.09103144315587271,-0.008461385416795997,0.05017399925453537,0.08270768987881326
SESAMUM PRODUCTION (1000 tons),0.05863008128265402,0.12621862360610944,-0.10222667401866713,0.15799977249619568,0.20963224052584778,0.013940060584885944,-0.11821815770131558,-0.08315711136569996,0.06508765614277953,0.05036638791114568,0.054387019935976236,0.052518281003625655,-0.0015809397644417575,0.011885247383548595,0.05236469506362939,0.024457076228937998,0.04420607831304601,0.05870172195175637,0.08702159633234478,0.1407166753650966,0.09619335888161025,-0.0693561724911481,-0.04217814559366658,0.03541754046473176,0.05216028389344778,0.04078384480508231,0.01021555428033373,-0.05667002836973743,-0.03273725397173432,-0.07046443162812407,-0.04281559403987223,-0.029817753634533845,0.043121730430675416,0.040487697769082245,0.019262925831029915,-0.0038108893722251297,0.22141775716603948,0.25021563032238997,0.029882655191655772,0.13780127899190445,0.18522882526978596,0.2551766500030479,0.7783032611787248,1.0,0.33491320275178915,0.12229428360951036,0.11149483242334834,0.09939817783776624,0.02094052552726198,0.02827115454924764,0.06423519650081815,0.07500771849884917,0.11551421923677815,0.2350656635881279,-0.00874649949599693,-0.0016913100374853398,0.018912796901069177,0.040133085539130385,0.038721611708918406,0.053322819135817615,-0.04949273197183307,-0.04434274412037136,0.006724982545139671,0.20684864968705777,0.19825823172774126,0.06832938870038469,-0.07814175978775575,-0.05164509615775791,0.16469030091262954,0.08192427557262395,0.10098604020953851,0.1451710884357765,0.0945243070740355,0.32806778066527126,0.27269217874100293,0.19042295221486535,0.08176758321948163,0.006703490344526751
SESAMUM YIELD (Kg per ha),0.21360407066472992,0.26395241200548153,-0.13789986256976686,0.20560859849342505,0.25526962092072014,0.2106425711404927,-0.042740981333220684,0.0015056234729365692,0.0810415018104546,-0.07114554043904034,-0.013499803665691153,0.0649560959878055,-0.0012135446055578758,0.018601007366889206,0.10158774035123821,-0.03537050666548502,0.0022705632959467126,0.06178982763170325,-0.05493017571221505,0.043611603586094824,0.06279795209343389,0.042397989359771085,0.1426429428918756,0.20437650881141786,0.1170587888455304,0.12809563402146487,0.1328442453386115,-0.15054977446875248,-0.1077923719991808,-0.12464535642519323,-0.027980536538109595,0.006090601068115193,0.07544881584150978,0.0007612328885764921,0.014197691839000454,0.10242861345663701,0.018125106062110215,0.1074334867178972,0.09049162999437854,0.04786861365862051,0.10923157809613629,0.23234823184211237,0.09043540521719493,0.33491320275178915,1.0,0.11270465166947029,0.1057577246015037,0.14758068029775603,-0.010010101367164001,-0.0014551391041881581,0.13574344916139006,0.01593270099292291,0.061828266511873106,0.19942524073322798,-0.08094480938183772,-0.04285876732025241,0.15314988702294868,0.051413944641676514,0.06626453464190293,0.11059633549136108,0.04512979583382685,0.05740225135317417,0.07154033908588646,0.08578582404672117,0.14607041465807608,0.11303321503787529,-0.06726959534410928,-0.03239279260861813,0.1760321953393173,0.04269722531465227,0.08932988710817386,0.1318005190444063,0.14108500856628922,0.3259015772670594,0.29671865305390277,0.15912996652442024,0.11094421908563953,-0.04919270189835556
RAPESEED AND MUSTARD AREA (1000 ha),-0.019277386145747148,0.15371392313854895,-0.013567234822780093,-0.06013613684456994,-0.037700619590809975,0.02456274528288446,0.268671327206669,0.29697088647641184,0.34603130762486106,-0.05139601274035676,-0.0788632716510163,-0.030624439155362317,-0.08672509131014877,-0.09229475498502585,-0.13740612920153325,-0.09249282215036639,-0.10779394793203227,-0.023109502260275302,0.28654828797909404,0.4945490560230412,0.18766032561487692,-0.0627965953990193,-0.0625636483447661,-0.06413657338393791,-0.08998181873079512,-0.08063950180775119,-0.1864173887385743,0.20069856275740758,0.3571026664819865,0.369952244238213,0.2209828248974612,0.21775252271490647,0.11765131932694517,-0.10291533939693766,-0.08023296756998635,0.06805309316331826,0.00814504464477833,0.03046537205020773,0.08841301479233317,-0.08012428134962535,-0.05612386411901164,0.09336877111167731,0.11186966889968403,0.12229428360951036,0.11270465166947029,1.0,0.9503662072406484,0.36570216081391,-0.06715247705025831,-0.05735755255775245,-0.07568720100664919,0.08367096032177403,0.13391382840757077,0.0926868778763946,-0.06362065132313575,-0.043631204715438215,0.14432552423623565,-0.05475062133949147,-0.06020208177716154,-0.048649555557910104,-0.002485859447084433,0.006231438367006842,0.05564251718309543,0.29975043418021496,0.3670056492804593,0.1257984772215413,-0.06933406011211649,-0.07664088706882913,-0.021539227168325487,0.07282600236717905,0.1301750352291673,0.09767688142799305,-0.10211771393120044,0.03973687747822616,-0.026092041532789993,0.060136088432782786,-0.021193647065483955,0.2749608557709384
RAPESEED AND MUSTARD PRODUCTION (1000 tons),-0.04630246348983872,0.17956036256625996,-0.03881822033323416,-0.08651845958623039,-0.045104691807842684,0.05929101172291326,0.2762114473097267,0.3279214553011778,0.35385315365119807,-0.038957331374325645,-0.0580397091098236,-0.0028383564050465005,-0.06806821769635035,-0.07249161631409472,-0.10562964730257542,-0.07165150915075405,-0.08185180809131117,0.005085635388992475,0.2663864405539171,0.5189008723485458,0.2238409523979808,-0.056067006099187564,-0.04679814759159198,-0.03594332259311287,-0.07574671213769875,-0.06657109253465364,-0.15525611146549756,0.16469206861101804,0.34404441146682807,0.37141193901502995,0.172428750962812,0.1788674071612965,0.12043385478835454,-0.08602345887994817,-0.06733449457872796,0.06664027169985068,0.00018873942007669318,0.026046310893440793,0.11124273516031673,-0.06170861911363572,-0.0389667287525916,0.11698381382144113,0.09006255037208874,0.11149483242334834,0.1057577246015037,0.9503662072406484,1.0,0.3909489040232664,-0.05369821471956297,-0.04518605108675148,-0.06865779163634703,0.10603776851659469,0.1621786572566656,0.11079855914838502,-0.061769301192012536,-0.04334440332611787,0.13273584224616597,-0.0431982995485732,-0.047339875800076474,-0.03922023431281539,0.016589979006668667,0.02644881033520165,0.05949719528059139,0.29440032036773633,0.39778017327682935,0.15008361467653134,-0.06130376823936406,-0.06405712042283661,0.005129126270433174,0.09521297688286307,0.15198940840757175,0.11535347101926523,-0.08603561130976492,0.023395938158332318,-0.0282478704109634,0.05898130482187674,-0.013538290299724313,0.2743928038344931
